rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.1109/coase.2019.8843209,Task Assignment and Motion Planning for Bi-Manual Mobile Manipulation,2019,2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),https://doi.org/10.1109/coase.2019.8843209,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.3390/technologies14040210,Motion Planning and Control of Mobile Manipulators for Grasping-on-the-Move Tasks,2026,Technologies,https://doi.org/10.3390/technologies14040210,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1115/1.4071124,Motion Planning of Cooperative Nonholonomic Mobile Manipulators,2025,ASME Letters in Translational Robotics,https://doi.org/10.1115/1.4071124,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.7210/jrsj.15.249,On-line Motion Planning of an Autonomous Mobile Robot to Avoid Multiple Moving Obstacles Based on the Prediction of Their Future Trajectories.,1997,Journal of the Robotics Society of Japan,https://doi.org/10.7210/jrsj.15.249,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.3390/robotics10010048,Motion Planning and Control of an Omnidirectional Mobile Robot in Dynamic Environments,2021,Robotics,https://doi.org/10.3390/robotics10010048,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1108/ir-05-2024-0224,Research on motion planning system for wall-climbing mobile manipulator for large steel structures welding operation,2025,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-05-2024-0224,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.3390/s23156952,A Hierarchical Motion Planning Method for Mobile Manipulator,2023,Sensors,https://doi.org/10.3390/s23156952,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
18,arxiv:1906.10182v1,Planning Robot Motion using Deep Visual Prediction,2019,arXiv,http://arxiv.org/abs/1906.10182v1,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1177/027836499701600606,Vision and Motion Planning for a Mobile Robot under Uncertainty,1997,The International Journal of Robotics Research,https://doi.org/10.1177/027836499701600606,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.51582/interconf.19-20.05.2023.033,Motion trajectory planning of a mobile robot flying in a fuzzy environment,2023,InterConf,https://doi.org/10.51582/interconf.19-20.05.2023.033,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
21,arxiv:2305.08351v1,Enabling Failure Recovery for On-The-Move Mobile Manipulation,2023,arXiv,http://arxiv.org/abs/2305.08351v1,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
22,arxiv:2508.04384v1,Incorporating Stochastic Models of Controller Behavior into Kinodynamic Efficiently Adaptive State Lattices for Mobile Robot Motion Planning in Off-Road Environments,2025,arXiv,http://arxiv.org/abs/2508.04384v1,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
23,arxiv:2210.08280v1,Robot Navigation Anticipative Strategies in Deep Reinforcement Motion Planning,2022,arXiv,http://arxiv.org/abs/2210.08280v1,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.3390/app11136209,Motion Planning for a Mobile Humanoid Manipulator Working in an Industrial Environment,2021,Applied Sciences,https://doi.org/10.3390/app11136209,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
25,arxiv:1811.08955v1,Integrating Task-Motion Planning with Reinforcement Learning for Robust Decision Making in Mobile Robots,2018,arXiv,http://arxiv.org/abs/1811.08955v1,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1609/aaai.v40i22.38896,GraphCoT-VLA: A 3D Spatial-Aware Reasoning Vision-Language-Action Model for Robotic Manipulation with Ambiguous Instructions,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i22.38896,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1108/01439910910980204,Motion planning for omni‐directional mobile robots based on anisotropy and artificial potential field method,2009,Industrial Robot: An International Journal,https://doi.org/10.1108/01439910910980204,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.1115/dscc2016-9882,Simultaneous Optimal Robot Base Placement and Motion Planning Using Expanded Lagrangian Homotopy,2016,"Volume 2: Mechatronics; Mechatronics and Controls in Advanced Manufacturing; Modeling and Control of Automotive Systems and Combustion Engines; Modeling and Validation; Motion and Vibration Control Applications; Multi-Agent and Networked Systems; Path Planning and Motion Control; Robot Manipulators; Sensors and Actuators; Tracking Control Systems; Uncertain Systems and Robustness; Unmanned, Ground and Surface Robotics; Vehicle Dynamic Controls; Vehicle Dynamics and Traffic Control",https://doi.org/10.1115/dscc2016-9882,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.1108/ir-06-2025-0213,A coordinated motion planning method for mobile manipulators in door opening tasks,2026,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-06-2025-0213,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2211.07847v1,Learning to Correct Mistakes: Backjumping in Long-Horizon Task and Motion Planning,2022,arXiv,http://arxiv.org/abs/2211.07847v1,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.3390/robotics14070096,Development of a Multifunctional Mobile Manipulation Robot Based on Hierarchical Motion Planning Strategy and Hybrid Grasping,2025,Robotics,https://doi.org/10.3390/robotics14070096,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1080/01691864.2022.2126733,Configuration-aware model predictive motion planning for Tractor–Trailer Mobile Robot,2023,Advanced Robotics,https://doi.org/10.1080/01691864.2022.2126733,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1115/dscc2019-9208,Motion Planning for Industrial Mobile Robots With Closed-Loop Stability Enhanced Prediction,2019,"Volume 3, Rapid Fire Interactive Presentations: Advances in Control Systems; Advances in Robotics and Mechatronics; Automotive and Transportation Systems; Motion Planning and Trajectory Tracking; Soft Mechatronic Actuators and Sensors; Unmanned Ground and Aerial Vehicles",https://doi.org/10.1115/dscc2019-9208,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.3390/machines14050469,Inverse Kinematics and Statics-Based Motion Planning of a 7-DoF Transporter for DEMO-Type Breeding Blankets,2026,Machines,https://doi.org/10.3390/machines14050469,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1109/codit66093.2025.11321860,Mobile Robot Motion Planning based on Synthesized Optimal Control with Particle Swarm Optimization*,2025,"2025 11th International Conference on Control, Decision and Information Technologies (CoDIT)",https://doi.org/10.1109/codit66093.2025.11321860,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.1108/ir-02-2021-0025,Self-protective motion planning for mobile manipulators in a dynamic door-closing workspace,2021,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-02-2021-0025,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/app15042179,A Comprehensive Review of Deep Learning Techniques in Mobile Robot Path Planning: Categorization and Analysis,2025,Applied Sciences,https://doi.org/10.3390/app15042179,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1115/detc2007-35495,Attractive Force Based on Fractional Potential in Dynamic Motion Planning for Mobile Robot,2007,"Volume 5: 6th International Conference on Multibody Systems, Nonlinear Dynamics, and Control, Parts A, B, and C",https://doi.org/10.1115/detc2007-35495,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.3390/robotics15010023,Autonomous Mobile Robot Path Planning Techniques—A Review: Metaheuristic and Cognitive Techniques,2026,Robotics,https://doi.org/10.3390/robotics15010023,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.5772/6228,A Motion Planning Method for Omnidirectional Mobile Robot Based on the Anisotropic Characteristics,2008,International Journal of Advanced Robotic Systems,https://doi.org/10.5772/6228,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.4028/www.scientific.net/kem.392-394.777,Motion Planning of Wheeled Mobile Robot Driven by Differential Wheels,2008,Key Engineering Materials,https://doi.org/10.4028/www.scientific.net/kem.392-394.777,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1108/ir-03-2020-0063,A survey of energy-efficient motion planning for wheeled mobile robots,2020,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-03-2020-0063,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.4028/www.scientific.net/ssp.198.102,Mobile Sensor Motion Planning for Identification of a Contamination Source Using Iterative Dynamic Programming,2013,Solid State Phenomena,https://doi.org/10.4028/www.scientific.net/ssp.198.102,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1109/iecon48115.2021.9589596,Configuration-aware Model Predictive Motion Planning in Narrow Environment for Autonomous Tractor-trailer Mobile Robot,2021,IECON 2021 – 47th Annual Conference of the IEEE Industrial Electronics Society,https://doi.org/10.1109/iecon48115.2021.9589596,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1109/mra.2013.2294914,Model-Predictive Motion Planning: Several Key Developments for Autonomous Mobile Robots,2014,IEEE Robotics & Automation Magazine,https://doi.org/10.1109/mra.2013.2294914,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1017/s026357471800156x,Evolutionary Algorithms-Based Multi-Objective Optimal Mobile Robot Trajectory Planning,2019,Robotica,https://doi.org/10.1017/s026357471800156x,Addresses mobile manipulation planning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Mobile manipulation spatial commitments keeps action-critical alternatives explicit until a physical observation collapses them.
